Ctstomer_id,Order ID,Order Date,Ship Mode,Segment,Value
441,CA-2013-162747,2015-03-21,Second Class,Corporate,86.45
443,CA-2013-163167,2015-11-29,Second Class,Corporate,2673.69
475,CA-2014-103009,2016-11-03,Second Class,Corporate,26.4
481,CA-2014-104864,2016-11-18,Second Class,Corporate,552.856
504,CA-2014-115070,2016-04-10,Second Class,Corporate,16.739
507,CA-2014-116113,2016-10-02,Second Class,Corporate,10.16
526,CA-2014-122693,2016-02-20,Second Class,Corporate,1245.86
550,CA-2014-128300,2016-11-24,Second Class,Corporate,406.94
569,CA-2014-133263,2016-03-31,Second Class,Corporate,3098.61
574,CA-2014-134495,2016-04-01,Second Class,Corporate,269.4
575,CA-2014-134649,2016-01-27,Second Class,Corporate,22.63
594,CA-2014-143567,2016-11-02,Second Class,Corporate,3291.07
603,CA-2014-145702,2016-05-19,Second Class,Corporate,342.24
629,CA-2014-153339,2016-11-03,Second Class,Corporate,15.992
630,CA-2014-153654,2016-11-24,Second Class,Corporate,19.008
646,CA-2014-158561,2016-11-11,Second Class,Corporate,1158.12
726,US-2012-140851,2014-07-13,Second Class,Corporate,38.88
729,US-2012-149629,2014-07-17,Second Class,Corporate,231.92
753,US-2013-138408,2015-11-19,Second Class,Corporate,1319.96
769,US-2013-161844,2015-12-10,Second Class,Corporate,82.92
781,US-2014-109610,2016-11-25,Second Class,Corporate,701.96
815,US-2014-162670,2016-12-23,Second Class,Corporate,1152.87
,,,Second Class,Corporate,35243.231
113,CA-2011-157609,2013-03-16,Second Class,Home Office,471.92
115,CA-2011-158274,2013-11-19,Second Class,Home Office,682.91
176,CA-2012-115847,2014-09-19,Second Class,Home Office,61.96
210,CA-2012-133977,2014-09-06,Second Class,Home Office,3.444
215,CA-2012-134992,2014-09-22,Second Class,Home Office,80.38
225,CA-2012-140830,2014-11-30,Second Class,Home Office,89.36
253,CA-2012-153549,2014-03-29,Second Class,Home Office,1166.92
308,CA-2013-109344,2015-02-08,Second Class,Home Office,1127.976
356,CA-2013-127985,2015-04-02,Second Class,Home Office,7.04
387,CA-2013-140977,2015-06-17,Second Class,Home Office,91.475
404,CA-2013-149111,2015-04-18,Second Class,Home Office,55.416
446,CA-2013-164350,2015-09-11,Second Class,Home Office,67.56
501,CA-2014-114055,2016-12-25,Second Class,Home Office,819.28
590,CA-2014-141446,2016-09-16,Second Class,Home Office,18.0
593,CA-2014-142671,2016-11-10,Second Class,Home Office,11.52
618,CA-2014-148922,2016-12-10,Second Class,Home Office,684.78
643,CA-2014-157931,2016-09-17,Second Class,Home Office,830.24
660,CA-2014-160899,2016-08-11,Second Class,Home Office,477.51
717,US-2012-113327,2014-05-26,Second Class,Home Office,352.168
750,US-2013-135209,2015-12-30,Second Class,Home Office,62.752
774,US-2013-168620,2015-12-25,Second Class,Home Office,823.61
803,US-2014-148768,2016-11-30,Second Class,Home Office,71.976
812,US-2014-159205,2016-03-31,Second Class,Home Office,732.93
,,,Second Class,Home Office,8791.127
3,CA-2011-100895,2013-06-02,Standard Class,Consumer,605.47
15,CA-2011-104283,2013-06-27,Standard Class,Consumer,616.14
18,CA-2011-107573,2013-12-12,Standard Class,Consumer,23.472
23,CA-2011-110100,2013-04-25,Standard Class,Consumer,302.376
33,CA-2011-114335,2013-09-28,Standard Class,Consumer,337.088
37,CA-2011-116190,2013-07-26,Standard Class,Consumer,256.48
39,CA-2011-116407,2013-11-15,Standard Class,Consumer,362.176
40,CA-2011-116568,2013-12-14,Standard Class,Consumer,186.304
41,CA-2011-117016,2013-03-04,Standard Class,Consumer,15.552
47,CA-2011-120950,2013-11-06,Standard Class,Consumer,43.68
50,CA-2011-123400,2013-02-02,Standard Class,Consumer,199.296
57,CA-2011-127299,2013-09-19,Standard Class,Consumer,2692.329
59,CA-2011-127614,2013-02-11,Standard Class,Consumer,1508.13
60,CA-2011-128839,2013-09-08,Standard Class,Consumer,254.97
67,CA-2011-131527,2013-12-01,Standard Class,Consumer,95.968
73,CA-2011-134551,2013-12-20,Standard Class,Consumer,732.312
79,CA-2011-138296,2013-12-05,Standard Class,Consumer,24.56
81,CA-2011-138709,2013-07-04,Standard Class,Consumer,37.44
83,CA-2011-140886,2013-09-30,Standard Class,Consumer,69.216
86,CA-2011-143182,2013-10-15,Standard Class,Consumer,15.384
87,CA-2011-143840,2013-05-22,Standard Class,Consumer,180.93
90,CA-2011-146731,2013-11-03,Standard Class,Consumer,147.344
96,CA-2011-149958,2013-03-15,Standard Class,Consumer,370.782
100,CA-2011-152268,2013-09-02,Standard Class,Consumer,1793.98
108,CA-2011-155390,2013-12-06,Standard Class,Consumer,42.208
118,CA-2011-159184,2013-09-14,Standard Class,Consumer,149.56
119,CA-2011-159681,2013-12-07,Standard Class,Consumer,105.52
123,CA-2011-161634,2013-11-14,Standard Class,Consumer,32.4
125,CA-2011-163013,2013-11-28,Standard Class,Consumer,14.67
128,CA-2011-164315,2013-04-02,Standard Class,Consumer,1220.67
131,CA-2011-165764,2013-11-03,Standard Class,Consumer,1395.673
133,CA-2011-166051,2013-05-31,Standard Class,Consumer,773.7
138,CA-2011-169257,2013-06-06,Standard Class,Consumer,63.381
142,CA-2012-100888,2014-04-06,Standard Class,Consumer,47.952
143,CA-2012-101868,2014-06-09,Standard Class,Consumer,175.32
145,CA-2012-102491,2014-08-24,Standard Class,Consumer,3747.93
146,CA-2012-102582,2014-09-15,Standard Class,Consumer,1918.79
149,CA-2012-103093,2014-02-03,Standard Class,Consumer,74.52
155,CA-2012-104115,2014-06-12,Standard Class,Consumer,55.984
160,CA-2012-107678,2014-04-21,Standard Class,Consumer,893.09
161,CA-2012-108119,2014-11-01,Standard Class,Consumer,301.96
166,CA-2012-110247,2014-12-04,Standard Class,Consumer,8.226
169,CA-2012-111199,2014-11-13,Standard Class,Consumer,115.296
170,CA-2012-111703,2014-07-02,Standard Class,Consumer,27.504
171,CA-2012-112375,2014-12-21,Standard Class,Consumer,78.192
173,CA-2012-114300,2014-10-13,Standard Class,Consumer,371.66
174,CA-2012-114503,2014-11-13,Standard Class,Consumer,84.96
177,CA-2012-115938,2014-06-26,Standard Class,Consumer,535.36
182,CA-2012-118444,2014-11-05,Standard Class,Consumer,387.136
183,CA-2012-118843,2014-09-13,Standard Class,Consumer,199.86
184,CA-2012-119480,2014-01-09,Standard Class,Consumer,364.07
186,CA-2012-119634,2014-08-11,Standard Class,Consumer,46.152
187,CA-2012-120516,2014-08-13,Standard Class,Consumer,5.64
188,CA-2012-120621,2014-03-21,Standard Class,Consumer,1270.379
193,CA-2012-122266,2014-04-26,Standard Class,Consumer,194.1395
194,CA-2012-123092,2014-12-03,Standard Class,Consumer,288.85
195,CA-2012-123330,2014-06-21,Standard Class,Consumer,107.976
197,CA-2012-125563,2014-04-11,Standard Class,Consumer,121.888
199,CA-2012-125976,2014-09-27,Standard Class,Consumer,2026.78
202,CA-2012-128139,2014-07-03,Standard Class,Consumer,365.91
204,CA-2012-129098,2014-10-09,Standard Class,Consumer,30.84
208,CA-2012-133242,2014-06-18,Standard Class,Consumer,1046.47
212,CA-2012-134719,2014-10-10,Standard Class,Consumer,1801.632
213,CA-2012-134782,2014-12-27,Standard Class,Consumer,105.42
214,CA-2012-134894,2014-12-07,Standard Class,Consumer,436.86
217,CA-2012-136147,2014-11-13,Standard Class,Consumer,233.064
222,CA-2012-138457,2014-09-13,Standard Class,Consumer,13.092
226,CA-2012-141145,2014-09-17,Standard Class,Consumer,87.168
228,CA-2012-141565,2014-09-20,Standard Class,Consumer,1664.132
231,CA-2012-142755,2014-09-04,Standard Class,Consumer,919.49
232,CA-2012-143119,2014-09-24,Standard Class,Consumer,517.5
233,CA-2012-143532,2014-03-19,Standard Class,Consumer,14.496
234,CA-2012-144288,2014-12-25,Standard Class,Consumer,19.584
236,CA-2012-145352,2014-03-16,Standard Class,Consumer,6412.77
240,CA-2012-147879,2014-05-07,Standard Class,Consumer,45.68
241,CA-2012-148705,2014-03-12,Standard Class,Consumer,5.04
248,CA-2012-151547,2014-01-17,Standard Class,Consumer,88.96
252,CA-2012-153535,2014-05-20,Standard Class,Consumer,169.544
254,CA-2012-153626,2014-07-09,Standard Class,Consumer,5.16
262,CA-2012-155635,2014-05-09,Standard Class,Consumer,48.81
263,CA-2012-156328,2014-11-30,Standard Class,Consumer,177.48
265,CA-2012-158148,2014-12-20,Standard Class,Consumer,36.27
267,CA-2012-158421,2014-09-21,Standard Class,Consumer,3631.96
273,CA-2012-162537,2014-10-28,Standard Class,Consumer,104.51
274,CA-2012-162761,2014-10-09,Standard Class,Consumer,50.462
277,CA-2012-163965,2014-11-20,Standard Class,Consumer,377.902
280,CA-2012-165624,2014-08-23,Standard Class,Consumer,1142.43
283,CA-2012-167696,2014-09-16,Standard Class,Consumer,31.12
285,CA-2012-168459,2014-11-22,Standard Class,Consumer,58.05
289,CA-2012-169740,2014-02-20,Standard Class,Consumer,29.99
292,CA-2013-101469,2015-07-03,Standard Class,Consumer,7.7
295,CA-2013-102162,2015-09-12,Standard Class,Consumer,1611.01
297,CA-2013-104157,2015-07-26,Standard Class,Consumer,2503.47
298,CA-2013-104276,2015-11-28,Standard Class,Consumer,447.783
304,CA-2013-106950,2015-09-03,Standard Class,Consumer,1854.241
305,CA-2013-108105,2015-02-16,Standard Class,Consumer,323.88
306,CA-2013-108567,2015-05-21,Standard Class,Consumer,2.694
307,CA-2013-108616,2015-09-30,Standard Class,Consumer,298.83
315,CA-2013-111409,2015-09-19,Standard Class,Consumer,3.0
316,CA-2013-111605,2015-12-28,Standard Class,Consumer,2.61
317,CA-2013-112102,2015-04-13,Standard Class,Consumer,448.81
323,CA-2013-113733,2015-12-09,Standard Class,Consumer,334.256
324,CA-2013-113747,2015-05-29,Standard Class,Consumer,185.88
329,CA-2013-116232,2015-09-23,Standard Class,Consumer,24.066
332,CA-2013-117604,2015-09-05,Standard Class,Consumer,239.5
335,CA-2013-118514,2015-02-03,Standard Class,Consumer,866.4
336,CA-2013-118626,2015-08-16,Standard Class,Consumer,705.544
343,CA-2013-121958,2015-11-14,Standard Class,Consumer,52.136
361,CA-2013-131205,2015-09-05,Standard Class,Consumer,291.74
363,CA-2013-132549,2015-11-26,Standard Class,Consumer,73.36
364,CA-2013-133123,2015-09-07,Standard Class,Consumer,99.156
365,CA-2013-133368,2015-01-14,Standard Class,Consumer,405.344
368,CA-2013-134208,2015-09-18,Standard Class,Consumer,396.0
372,CA-2013-135636,2015-10-09,Standard Class,Consumer,387.72
376,CA-2013-136483,2015-12-02,Standard Class,Consumer,4.704
378,CA-2013-137736,2015-11-11,Standard Class,Consumer,41.86
381,CA-2013-139381,2015-04-19,Standard Class,Consumer,233.48
385,CA-2013-140641,2015-10-29,Standard Class,Consumer,38.19
390,CA-2013-142370,2015-09-20,Standard Class,Consumer,254.99
391,CA-2013-142895,2015-07-22,Standard Class,Consumer,370.184
398,CA-2013-145905,2015-09-19,Standard Class,Consumer,1264.14
399,CA-2013-146143,2015-12-15,Standard Class,Consumer,133.38
400,CA-2013-146150,2015-02-14,Standard Class,Consumer,264.18
403,CA-2013-148684,2015-12-26,Standard Class,Consumer,870.04
408,CA-2013-150000,2015-04-09,Standard Class,Consumer,17.92
414,CA-2013-154060,2015-05-03,Standard Class,Consumer,187.056
417,CA-2013-155138,2015-09-09,Standard Class,Consumer,99.872
420,CA-2013-156503,2015-10-15,Standard Class,Consumer,305.248
421,CA-2013-156573,2015-05-30,Standard Class,Consumer,60.485
423,CA-2013-157245,2015-05-20,Standard Class,Consumer,641.96
426,CA-2013-157588,2015-07-15,Standard Class,Consumer,88.15
434,CA-2013-159989,2015-12-10,Standard Class,Consumer,40.68
435,CA-2013-160234,2015-06-27,Standard Class,Consumer,135.95
436,CA-2013-160486,2015-12-31,Standard Class,Consumer,72.224
444,CA-2013-163174,2015-08-27,Standard Class,Consumer,186.54
445,CA-2013-163776,2015-07-20,Standard Class,Consumer,1110.5
447,CA-2013-164574,2015-07-30,Standard Class,Consumer,732.156
453,CA-2013-166282,2015-04-17,Standard Class,Consumer,158.256
455,CA-2013-166485,2015-02-20,Standard Class,Consumer,16.496
456,CA-2013-168536,2015-12-21,Standard Class,Consumer,66.3
460,CA-2013-169103,2015-03-09,Standard Class,Consumer,1466.32
463,CA-2014-100426,2016-06-04,Standard Class,Consumer,12.48
464,CA-2014-100622,2016-11-03,Standard Class,Consumer,1030.742
465,CA-2014-100902,2016-11-17,Standard Class,Consumer,699.4
466,CA-2014-101042,2016-11-19,Standard Class,Consumer,843.84
470,CA-2014-102204,2016-05-01,Standard Class,Consumer,3740.51
473,CA-2014-102610,2016-11-04,Standard Class,Consumer,248.396
474,CA-2014-102736,2016-09-05,Standard Class,Consumer,177.08
478,CA-2014-103499,2016-11-20,Standard Class,Consumer,209.568
480,CA-2014-104731,2016-07-21,Standard Class,Consumer,951.98
483,CA-2014-106537,2016-08-12,Standard Class,Consumer,20.736
487,CA-2014-108035,2016-11-29,Standard Class,Consumer,491.888
488,CA-2014-108112,2016-11-15,Standard Class,Consumer,559.2
491,CA-2014-109183,2016-12-04,Standard Class,Consumer,649.0
496,CA-2014-110926,2016-11-19,Standard Class,Consumer,25.06
502,CA-2014-114412,2016-04-15,Standard Class,Consumer,15.552
503,CA-2014-114636,2016-08-25,Standard Class,Consumer,192.16
508,CA-2014-116855,2016-12-17,Standard Class,Consumer,504.9
509,CA-2014-116939,2016-09-25,Standard Class,Consumer,177.55
510,CA-2014-117079,2016-10-23,Standard Class,Consumer,863.88
511,CA-2014-117198,2016-08-31,Standard Class,Consumer,659.9
513,CA-2014-118402,2016-09-29,Standard Class,Consumer,243.92
514,CA-2014-119004,2016-11-23,Standard Class,Consumer,105.408
516,CA-2014-119305,2016-11-30,Standard Class,Consumer,173.8
517,CA-2014-119669,2016-01-25,Standard Class,Consumer,5.67
519,CA-2014-120894,2016-04-28,Standard Class,Consumer,28.08
522,CA-2014-121804,2016-03-03,Standard Class,Consumer,72.8
524,CA-2014-122056,2016-06-13,Standard Class,Consumer,181.86
531,CA-2014-123351,2016-09-21,Standard Class,Consumer,80.48
533,CA-2014-124296,2016-12-24,Standard Class,Consumer,712.85
535,CA-2014-124765,2016-11-25,Standard Class,Consumer,723.92
542,CA-2014-126354,2016-02-04,Standard Class,Consumer,119.178
545,CA-2014-126914,2016-06-15,Standard Class,Consumer,776.08
546,CA-2014-127306,2016-01-15,Standard Class,Consumer,175.086
551,CA-2014-128363,2016-08-13,Standard Class,Consumer,2382.926
555,CA-2014-128755,2016-05-04,Standard Class,Consumer,629.86
562,CA-2014-130309,2016-12-17,Standard Class,Consumer,544.38
564,CA-2014-130904,2016-04-11,Standard Class,Consumer,22.744
565,CA-2014-132185,2016-11-27,Standard Class,Consumer,52.344
570,CA-2014-133501,2016-08-27,Standard Class,Consumer,5.184
571,CA-2014-133641,2016-05-14,Standard Class,Consumer,48.69
572,CA-2014-133928,2016-06-11,Standard Class,Consumer,4.572
577,CA-2014-135587,2016-12-07,Standard Class,Consumer,372.64
579,CA-2014-137631,2016-04-28,Standard Class,Consumer,751.984
581,CA-2014-138975,2016-05-19,Standard Class,Consumer,2361.52
583,CA-2014-139493,2016-09-13,Standard Class,Consumer,15.92
586,CA-2014-139948,2016-07-17,Standard Class,Consumer,7.904
588,CA-2014-140627,2016-12-23,Standard Class,Consumer,303.32
589,CA-2014-140872,2016-06-03,Standard Class,Consumer,1111.698
592,CA-2014-142090,2016-11-30,Standard Class,Consumer,2165.658
596,CA-2014-143861,2016-06-12,Standard Class,Consumer,17.088
597,CA-2014-144365,2016-10-24,Standard Class,Consumer,11.68
601,CA-2014-145275,2016-04-02,Standard Class,Consumer,14.94
604,CA-2014-145737,2016-09-15,Standard Class,Consumer,163.96
605,CA-2014-146136,2016-09-03,Standard Class,Consumer,24.448
606,CA-2014-146192,2016-04-22,Standard Class,Consumer,675.06
609,CA-2014-146983,2016-09-02,Standard Class,Consumer,1577.94
610,CA-2014-147228,2016-09-09,Standard Class,Consumer,458.984
619,CA-2014-148999,2016-01-31,Standard Class,Consumer,419.136
621,CA-2014-149853,2016-10-03,Standard Class,Consumer,33.472
622,CA-2014-150910,2016-12-22,Standard Class,Consumer,1090.348
627,CA-2014-152786,2016-03-12,Standard Class,Consumer,40.41
628,CA-2014-152968,2016-05-26,Standard Class,Consumer,23.08
631,CA-2014-154088,2016-11-12,Standard Class,Consumer,26.72
644,CA-2014-158386,2016-10-16,Standard Class,Consumer,124.75
648,CA-2014-158743,2016-10-20,Standard Class,Consumer,199.17
655,CA-2014-159954,2016-09-10,Standard Class,Consumer,2.78
668,CA-2014-161970,2016-09-22,Standard Class,Consumer,30.9
670,CA-2014-162173,2016-10-26,Standard Class,Consumer,608.43
680,CA-2014-165687,2016-11-17,Standard Class,Consumer,35.04
681,CA-2014-165715,2016-12-02,Standard Class,Consumer,32.776
683,CA-2014-167871,2016-11-18,Standard Class,Consumer,47.328
687,CA-2014-169005,2016-11-02,Standard Class,Consumer,5.56
693,US-2011-115196,2013-09-09,Standard Class,Consumer,1299.99
695,US-2011-117170,2013-09-17,Standard Class,Consumer,52.608
701,US-2011-147627,2013-01-20,Standard Class,Consumer,1859.4
703,US-2011-150574,2013-12-19,Standard Class,Consumer,252.612
705,US-2011-155544,2013-03-21,Standard Class,Consumer,310.528
708,US-2011-156559,2013-08-19,Standard Class,Consumer,638.82
710,US-2011-158057,2013-03-22,Standard Class,Consumer,59.109
712,US-2011-165659,2013-06-01,Standard Class,Consumer,904.13
713,US-2011-167633,2013-09-30,Standard Class,Consumer,15.552
715,US-2012-108966,2014-10-11,Standard Class,Consumer,979.9455
718,US-2012-120572,2014-12-11,Standard Class,Consumer,12.828
719,US-2012-123960,2014-06-11,Standard Class,Consumer,207.82
720,US-2012-129553,2014-07-27,Standard Class,Consumer,29.97
723,US-2012-134026,2014-04-26,Standard Class,Consumer,1001.76
727,US-2012-145436,2014-02-28,Standard Class,Consumer,551.264
